Kinase,Compounds,Binding value,Docking value
HIPK2,14146.0,13.61466837786399,-8.337
HIPK2,121363882.0,13.65328776924426,-8.039
HIPK2,15546.0,13.69928041103372,-8.048
HIPK2,92326.0,14.55958137361307,-8.381
HIPK2,146602715.0,14.5743608713932,-8.286
HIPK2,146491372.0,14.65739363164049,-8.804
HIPK2,91745.0,15.0656562976189,-10.541
HIPK2,153985.0,15.32029745989613,-9.075
HIPK2,146479070.0,15.34377892122753,-8.07
HIPK2,38854.0,15.43460432516146,-8.049
HIPK2,86103.0,15.6510513885531,-8.411
HIPK2,115171.0,15.74763578559994,-9.282
HIPK2,6436606.0,15.79426991776444,-8.546
HIPK2,162381.0,15.8364034033212,-8.873
HIPK2,12708735.0,15.83640340332127,-8.959
HIPK2,94382.0,15.85440382323574,-8.484
HIPK2,4767.0,16.11838923634807,-8.734
HIPK2,10140464.0,16.17464786452601,-9.118
HIPK2,183559.0,16.24294715399631,-8.121
HIPK2,73670.0,16.24774077181475,-8.801
HIPK2,20056436.0,16.33094292207297,-8.151
HIPK2,3081363.0,16.57440705752542,-8.263
HIPK2,77123.0,16.6743435628463,-8.457
HIPK2,56945144.0,16.69994286425537,-8.443
HIPK2,39425.0,16.7852793855191,-8.842
HIPK2,6450825.0,16.8290151725142,-9.792
HIPK2,56608859.0,17.1149642084147,-8.715
HIPK2,104926.0,17.11496420841478,-8.198
HIPK2,23466.0,17.12726036361862,-8.561
HIPK2,12761569.0,17.16566987226008,-8.972
HIPK2,91751.0,17.18966603040921,-8.23
HIPK2,37123.0,17.3218190016298,-9.559
HIPK2,15118048.0,17.41642227387761,-8.256
HIPK2,11534837.0,17.50701143183711,-8.283
HIPK2,11350631.0,17.53195461975566,-8.502
HIPK2,40326.0,17.59102764799191,-8.768
HIPK2,43859.0,17.59103379266837,-8.73
HIPK2,40463.0,17.70780374943165,-8.322
HIPK2,190636.0,18.02741446232606,-8.784
HIPK2,23160856.0,18.24547091059478,-9.631
HIPK2,43079.0,18.30073798465475,-10.269
HIPK2,3294375.0,18.40514142643284,-9.569
HIPK2,6442842.0,18.49012966353752,-9.02
HIPK2,11709249.0,18.53939463526083,-8.168
HIPK2,24744.0,18.73351518515754,-8.475
HIPK2,29216.0,18.74471713279729,-8.123
HIPK2,811359.0,18.84887160505897,-8.159
HIPK2,91677.0,18.92379483720768,-8.157
HIPK2,11348992.0,18.93482806657382,-8.597
HIPK2,86417.0,18.93820842094336,-8.769
HIPK2,3347.0,19.06857990055905,-8.293
HIPK2,10342051.0,19.06857990055905,-9.214
HIPK2,38283.0,19.18402032074908,-8.349
HIPK2,23690427.0,19.32979601206579,-10.411
HIPK2,13218777.0,19.41501447397869,-8.103
HIPK2,86443.0,19.43286275814425,-8.029
HIPK2,91755.0,19.46997277893744,-8.875
HIPK2,8342.0,19.5694802267088,-8.266
HIPK2,6440557.0,19.62432265093308,-9.094
HIPK2,6440554.0,19.62432265093308,-8.581
HIPK2,9796266.0,19.65709617021782,-8.265
HIPK2,130405988.0,19.90725814241324,-8.692
HIPK2,38441.0,19.95815165306461,-8.105
JAK3,91745.0,18.67487579763598,-9.705
JAK3,56843907.0,18.83702047284845,-8.05
JAK3,190636.0,19.57887122297731,-8.247
KDR,11949285.0,19.97853402166499,-8.406
KIT,47445.0,13.20546025776506,-8.514
KIT,123679328.0,15.58183531938445,-10.647
KIT,8540.0,17.11489834792925,-8.022
KIT,67788.0,17.13887540061142,-9.699
KIT,5851439.0,17.49198829330355,-10.45
KIT,73670.0,17.53497456510011,-9.353
KIT,107651.0,18.05290159966182,-10.922
KIT,11159021.0,18.08798481733552,-9.279
KIT,16421.0,18.14501423402821,-8.485
KIT,3294375.0,18.48019886920289,-11.041
KIT,57418258.0,18.55660020124554,-9.715
KIT,174656.0,18.64215439712672,-10.424
KIT,57414497.0,18.9432767314828,-8.45
KIT,86309.0,19.32898970362425,-11.582
KIT,3391107.0,19.89942340758195,-8.424
KIT,157602.0,19.99799232134591,-10.11
LCK,47445.0,14.09229449395614,-8.15
LCK,3294375.0,17.95624424436082,-8.198
LCK,91745.0,17.96855345766304,-8.755
LCK,148717219.0,18.19773380225431,-8.723
LCK,123679328.0,19.22119301669297,-8.676
LYN,47445.0,15.51821282343246,-8.71
LYN,123679328.0,17.05786940636306,-8.524
LYN,39238.0,17.38723408269169,-8.087
LYN,3294375.0,18.13171154029751,-9.211
LYN,148717219.0,18.5256565704756,-9.063
LYN,107651.0,19.4640198276014,-9.136
LYN,151720246.0,19.4762658482431,-8.463
LYN,68018336.0,19.50779411775908,-8.403
LYN,57414497.0,19.8349779621972,-9.267
LYN,91745.0,19.95242376283,-9.491
MAP2K7,83975.0,18.6545582078347,-8.487
MKNK2,19402.0,13.72653201199804,-8.107
MYLK4,91745.0,17.30200942197884,-9.929
MYLK4,73670.0,17.3480528775884,-8.261
MYLK4,153985.0,18.05224668825955,-8.483
MYLK4,107901.0,19.81887015134229,-8.107
NTRK1,39238.0,19.15657371490371,-8.605
PAK3,91745.0,18.21177452318705,-10.182
RIPK2,39238.0,18.83380804851985,-8.149
RIPK2,91745.0,19.09864340518771,-9.173
RIPK2,43079.0,19.2548321617378,-8.962
ROS1,91745.0,19.35106721993058,-8.097
TAOK3,91745.0,18.95995390390404,-9.29
TAOK3,11158213.0,19.79874602455082,-8.252
ULK1,91745.0,10.57100740319673,-8.696
ULK1,56945144.0,14.24658465686313,-8.389
ULK1,93539.0,14.57458222027251,-8.183
ULK1,10947588.0,14.77112027162546,-8.804
ULK1,92433.0,14.94682486839411,-8.453
ULK1,91625.0,15.06054889548347,-8.26
ULK1,11634286.0,15.23949409220724,-8.71
ULK1,165392216.0,15.51687528241229,-8.245
ULK1,5053.0,15.84616678700778,-8.485
ULK1,162381.0,15.9197965507975,-8.286
ULK1,12708735.0,15.91979655079755,-8.232
ULK1,11709249.0,16.08589826213747,-8.665
ULK1,73281.0,16.09345589019907,-8.238
ULK1,132910.0,16.13698000367165,-8.204
ULK1,91759.0,16.63437904817657,-8.133
ULK1,104926.0,16.6680998944566,-8.681
ULK1,56608859.0,16.6680998944566,-8.777
ULK1,86443.0,17.43851293492659,-8.547
ULK1,23707509.0,18.03596300979702,-8.584
ULK1,11990852.0,18.1059358467341,-8.943
ULK1,44151818.0,18.26954318279008,-8.092
ULK1,38283.0,18.99803583890404,-8.518
ULK1,9955886.0,19.0710674422956,-8.284
ULK1,4767.0,19.14790816377782,-8.618
ULK1,92434.0,19.15081180729502,-8.952
ULK1,4767.0,19.22442139279234,-8.618
ULK1,40413.0,19.31119858733436,-8.214
ULK1,92425.0,19.4761710995251,-8.232
ULK1,107851.0,19.92887069102997,-8.786
ULK1,131698386.0,19.9686002531619,-8.498
ULK2,91745.0,18.50876838626711,-9.927
ULK2,92433.0,18.64674484256301,-8.68
ULK2,56945144.0,19.0245385227353,-8.112
ULK2,91625.0,19.89969971511084,-8.187
ULK2,190636.0,19.90734106536269,-8.463
ULK3,3294375.0,17.65392624867828,-8.062
ULK3,23707509.0,18.8984843275427,-8.533
