Kinase,Compounds,Binding value,Docking value
DYRK1A,91625.0,12.45813639039766,-8.348
DYRK1A,11571555.0,12.77580091070275,-8.516
DYRK1A,23466.0,13.35043757570628,-8.468
DYRK1A,91692.0,13.52207165223887,-8.856
DYRK1A,135346206.0,13.98449055303428,-9.118
DYRK1A,91727.0,14.09920234802044,-8.183
DYRK1A,6125184.0,14.11932272079639,-8.389
DYRK1A,146491372.0,14.26551383885239,-8.507
DYRK1A,12940701.0,14.53530865545441,-9.575
DYRK1A,71615984.0,14.65684767279098,-9.481
DYRK1A,86138.0,14.75130383260265,-8.247
DYRK1A,4578030.0,14.89797440481515,-8.11
DYRK1A,86426.0,15.28450338139914,-8.101
DYRK1A,14127920.0,15.48329214747932,-8.741
DYRK1A,6455515.0,15.64891067333765,-9.237
DYRK1A,9013425.0,15.73181201990777,-8.007
DYRK1A,14146.0,15.92749330971385,-8.252
DYRK1A,5282227.0,15.95322676625012,-8.075
DYRK1A,20056436.0,16.04489801854316,-8.644
DYRK1A,5053.0,16.12947673276403,-9.663
DYRK1A,146479070.0,16.20853611447739,-8.093
DYRK1A,162381.0,16.2305446538191,-9.145
DYRK1A,12708735.0,16.23054465381914,-9.333
DYRK1A,213011.0,16.53703325069136,-8.657
DYRK1A,15764724.0,16.67624805787144,-8.279
DYRK1A,77123.0,16.85349894185343,-8.367
DYRK1A,54678504.0,17.0091967012183,-9.909
DYRK1A,100039.0,17.04016371223879,-8.115
DYRK1A,40521.0,17.16044106524277,-8.062
DYRK1A,93486.0,17.32164338725693,-8.266
DYRK1A,56945145.0,17.42361847229319,-9.909
DYRK1A,39238.0,17.72774305375934,-8.193
DYRK1A,132910.0,17.83447453437088,-8.239
DYRK1A,11709249.0,18.21877332542092,-8.392
DYRK1A,180089.0,18.37654434402823,-8.614
DYRK1A,115171.0,18.42163177943834,-8.967
DYRK1A,24743.0,18.43530950082572,-8.542
DYRK1A,86298.0,18.48889286851372,-8.496
DYRK1A,64928.0,18.66803592853671,-8.046
DYRK1A,6295.0,18.6845024545139,-8.248
DYRK1A,94382.0,18.7213027192803,-8.281
DYRK1A,57957886.0,18.77500135399348,-8.237
DYRK1A,91612.0,18.84366987694471,-8.804
DYRK1A,15118048.0,18.9424527961838,-8.449
DYRK1A,86354.0,19.18271948086835,-8.191
DYRK1A,56608859.0,19.216140940818,-8.392
DYRK1A,104926.0,19.21614094081807,-9.067
DYRK1A,9796266.0,19.22379973993876,-8.163
DYRK1A,6537961.0,19.31570365982937,-8.298
DYRK1A,213013.0,19.6675586238631,-9.809
DYRK1A,91754.0,19.68529952801801,-8.081
DYRK1A,91656.0,19.7020771722418,-8.186
DYRK1A,6294.0,19.72759457018951,-8.418
DYRK1A,11674113.0,19.74223315246316,-8.673
ERBB3,122704770.0,15.48592375612694,-8.383
ERBB3,10110536.0,15.77350606711521,-8.928
ERBB3,123679328.0,19.80870249007944,-9.25
FGFR1,71777.0,16.8607467284747,-9.178
FGFR3,71777.0,18.75960853089529,-8.003
FYN,91745.0,19.89782780306331,-9.827
GAK,91745.0,11.82332630606076,-9.653
GAK,141304383.0,12.18298686658091,-8.278
GAK,10157484.0,12.96280706522377,-8.093
GAK,92401.0,13.06701918297376,-8.191
GAK,190636.0,13.26319162182875,-8.135
GAK,3081363.0,14.17338906483742,-8.094
GAK,23690427.0,14.51872728109866,-8.323
GAK,86417.0,14.59757844635047,-8.299
GAK,23707509.0,15.29750688986399,-8.226
GAK,155467987.0,15.63950359495306,-8.294
GAK,54682651.0,15.79319864481623,-8.05
GAK,86268.0,15.9049666739747,-8.135
GAK,157010717.0,16.14552357439763,-8.047
GAK,92414.0,16.16081404427252,-8.029
GAK,40413.0,16.39387227493597,-8.406
GAK,54678504.0,16.5002074321669,-8.232
GAK,92425.0,16.64364877571299,-8.672
GAK,42619.0,16.74012046283377,-8.156
GAK,156304554.0,16.95603731948713,-8.046
GAK,11205154.0,16.99357255991404,-8.081
GAK,3391107.0,17.18782644590717,-8.914
GAK,72549028.0,17.32602819450969,-8.476
GAK,16559.0,17.33463127855996,-8.241
GAK,134590429.0,17.41178459045623,-8.87
GAK,87057038.0,17.45011397215141,-8.582
GAK,165392216.0,17.62894203609383,-8.67
GAK,8594.0,17.72884488167639,-8.49
GAK,11664966.0,17.79639033850572,-8.078
GAK,132115472.0,17.86845706308956,-8.533
GAK,11714234.0,18.29018959247016,-8.197
GAK,12708735.0,18.58494515951451,-8.062
GAK,45381138.0,18.74717758468204,-8.417
GAK,68018336.0,18.83490939253786,-8.863
GAK,23674999.0,18.86711137635885,-8.067
GAK,139322738.0,19.11931366395,-8.455
GAK,115171.0,19.15785954451879,-8.447
GAK,38839.0,19.16925571170123,-8.108
GAK,62506.0,19.36002875829565,-8.34
GAK,43079.0,19.49593569426172,-9.238
GAK,184818.0,19.573314989045,-8.683
GAK,130405988.0,19.82917358442272,-8.158
GAK,86287521.0,19.8607763862156,-8.217
GAK,153985.0,19.86218988224896,-8.746
GAK,86369.0,19.92977688682897,-8.067
HCK,91745.0,15.31890582659922,-10.936
HCK,123679328.0,15.88305034247373,-9.202
HCK,182481.0,16.7826108099047,-8.893
HCK,148717219.0,17.6366586140299,-9.042
HCK,107651.0,18.38396194644942,-10.971
HCK,164806248.0,19.4615985541906,-11.437
HCK,47445.0,19.78871187018445,-10.026
HIPK2,2345.0,10.3392136555853,-8.232
HIPK2,23674999.0,12.10415090652442,-8.071
HIPK2,93379.0,12.39851891001858,-8.25
HIPK2,83975.0,12.96501549998415,-8.373
HIPK2,76441.0,13.54167289706,-8.007
HIPK2,135346206.0,13.59485779041742,-8.438
